ì˙ït,éûä‘,çáåv,íjê´,èóê´,20ë„,30ë„,40ë„,50ë„,60ë„,70çŒà»è„,ãèèZé“,ãŒñ±é“,óàäXé“,ïΩãœíjê´,ïΩãœèóê´,ïΩãœ20ë„,ïΩãœ30ë„,ïΩãœ40ë„,ïΩãœ50ë„,ïΩãœ60ë„,ïΩãœ70çŒà»è„,ïΩãœãèèZé“,ïΩãœãŒñ±é“,ïΩãœóàäXé“
2024-10-01,15éû,298,0,298,212,86,0,0,0,0,0,298,0,0,298,212,86,0,0,0,0,0,298,0
2024-10-01,15éûîº,256,44,212,212,0,44,0,0,0,0,212,44,44,212,212,0,44,0,0,0,0,212,44
2024-10-01,16éû,60,60,0,0,0,60,0,0,0,0,0,60,60,0,0,0,60,0,0,0,0,0,60
2024-10-01,16éûîº,116,116,0,0,0,116,0,0,0,0,0,116,116,0,0,0,116,0,0,0,0,0,116
2024-10-01,17éû,55,55,0,0,0,55,0,0,0,0,0,55,55,0,0,0,55,0,0,0,0,0,55
2024-10-01,17éûîº,55,55,0,0,0,55,0,0,0,0,0,55,55,0,0,0,55,0,0,0,0,0,55
2024-10-01,18éû,92,55,37,0,0,55,37,0,0,0,0,93,55,37,0,0,55,37,0,0,0,0,93
2024-10-01,18éûîº,290,82,208,170,0,55,64,0,0,0,170,120,82,208,170,0,55,64,0,0,0,170,120
2024-10-01,19éû,347,82,265,170,94,55,26,0,0,0,265,82,82,265,170,94,55,26,0,0,0,265,82
2024-10-01,19éûîº,296,48,248,170,77,48,0,0,0,0,219,77,48,248,170,77,48,0,0,0,0,219,77
2024-10-01,20éû,248,0,248,170,77,0,0,0,0,0,170,77,0,248,170,77,0,0,0,0,0,170,77
2024-10-01,20éûîº,248,0,248,170,77,0,0,0,0,0,170,77,0,248,170,77,0,0,0,0,0,170,77
2024-10-01,21éû,385,89,296,385,0,0,0,0,0,0,170,214,89,296,385,0,0,0,0,0,0,170,214
2024-10-01,21éûîº,385,89,296,385,0,0,0,0,0,0,170,214,89,296,385,0,0,0,0,0,0,170,214
2024-10-01,22éû,656,89,567,656,0,0,0,0,0,0,170,485,89,567,656,0,0,0,0,0,0,170,485
2024-10-01,22éûîº,656,89,567,656,0,0,0,0,0,0,170,485,89,567,656,0,0,0,0,0,0,170,485
2024-10-01,23éû,464,168,296,385,79,0,0,0,0,0,250,214,168,296,385,79,0,0,0,0,0,250,214
2024-10-01,23éûîº,385,89,296,385,0,0,0,0,0,0,170,214,89,296,385,0,0,0,0,0,0,170,214
2024-10-01,24éû,302,89,213,214,0,0,0,0,88,0,0,302,89,213,214,0,0,0,0,88,0,0,302
2024-10-01,24éûîº,302,89,213,214,0,0,0,0,88,0,0,302,89,213,214,0,0,0,0,88,0,0,302
2024-10-01,25éû,302,89,213,214,0,0,0,0,88,0,0,302,89,213,214,0,0,0,0,88,0,0,302
2024-10-01,25éûîº,302,89,213,214,0,0,0,0,88,0,0,302,89,213,214,0,0,0,0,88,0,0,302
2024-10-01,26éû,302,89,213,214,0,0,0,0,88,0,0,302,89,213,214,0,0,0,0,88,0,0,302
2024-10-01,26éûîº,302,89,213,214,0,0,0,0,88,0,0,302,89,213,214,0,0,0,0,88,0,0,302
2024-10-01,27éû,213,0,213,125,0,0,0,0,88,0,0,213,0,213,125,0,0,0,0,88,0,0,213
2024-10-01,27éûîº,213,0,213,125,0,0,0,0,88,0,0,213,0,213,125,0,0,0,0,88,0,0,213
2024-10-01,28éû,213,0,213,125,0,0,0,0,88,0,0,213,0,213,125,0,0,0,0,88,0,0,213
2024-10-01,28éûîº,213,0,213,125,0,0,0,0,88,0,0,213,0,213,125,0,0,0,0,88,0,0,213
2024-10-02,5éû,125,0,125,125,0,0,0,0,0,0,0,125,0,125,125,0,0,0,0,0,0,0,125
2024-10-02,5éûîº,188,32,156,125,0,0,32,31,0,0,31,157,32,156,125,0,0,32,31,0,0,31,157
2024-10-02,6éû,63,32,31,0,0,0,32,31,0,0,31,32,32,31,0,0,0,32,31,0,0,31,32
2024-10-02,6éûîº,63,32,31,0,0,0,32,31,0,0,31,32,32,31,0,0,0,32,31,0,0,31,32
2024-10-02,7éû,63,32,31,0,0,0,32,31,0,0,31,32,32,31,0,0,0,32,31,0,0,31,32
2024-10-02,7éûîº,63,32,31,0,0,0,32,31,0,0,31,32,32,31,0,0,0,32,31,0,0,31,32
2024-10-02,8éû,140,109,31,0,0,46,62,31,0,0,78,62,109,31,0,0,46,62,31,0,0,78,62
2024-10-02,8éûîº,339,96,243,212,0,0,57,70,0,0,243,96,96,243,212,0,0,57,70,0,0,243,96
2024-10-02,9éû,562,319,243,434,0,0,57,70,0,0,354,208,319,243,434,0,0,57,70,0,0,354,208
2024-10-02,9éûîº,682,261,421,434,83,0,62,102,0,0,354,329,261,421,434,83,0,62,102,0,0,354,329
2024-10-02,10éû,677,150,527,322,213,0,37,102,0,0,354,323,150,527,322,213,0,37,102,0,0,354,323
2024-10-02,10éûîº,552,110,442,322,106,55,37,31,0,0,354,199,110,442,322,106,55,37,31,0,0,354,199
2024-10-02,11éû,414,133,281,322,0,0,37,54,0,0,354,60,133,281,322,0,0,37,54,0,0,354,60
2024-10-02,11éûîº,339,230,109,110,147,50,0,31,0,0,141,197,230,109,110,147,50,0,31,0,0,141,197
2024-10-02,12éû,440,331,109,110,147,50,28,31,72,0,141,298,331,109,110,147,50,28,31,72,0,141,298
2024-10-02,12éûîº,539,430,109,143,242,50,0,31,72,0,126,413,430,109,143,242,50,0,31,72,0,126,413
2024-10-02,13éû,533,424,109,143,242,55,0,50,41,0,182,351,424,109,143,242,55,0,50,41,0,182,351
2024-10-02,13éûîº,434,138,296,185,0,71,86,50,41,0,88,346,138,296,185,0,71,86,50,41,0,88,346
2024-10-02,14éû,397,132,265,185,0,115,36,18,41,0,36,361,132,265,185,0,115,36,18,41,0,36,361
2024-10-02,14éûîº,433,168,265,185,0,151,36,18,41,0,36,397,168,265,185,0,151,36,18,41,0,36,397
2024-10-02,15éû,274,46,228,185,0,71,0,18,0,0,0,275,46,228,185,0,71,0,18,0,0,0,275
2024-10-02,15éûîº,273,45,228,185,0,89,0,0,0,0,0,274,45,228,185,0,89,0,0,0,0,0,274
2024-10-02,16éû,275,0,275,185,0,49,0,0,41,0,0,275,0,275,185,0,49,0,0,41,0,0,275
2024-10-02,16éûîº,275,0,275,185,0,49,0,0,41,0,0,275,0,275,185,0,49,0,0,41,0,0,275
2024-10-02,17éû,376,111,265,185,62,49,26,52,0,0,0,376,111,265,185,62,49,26,52,0,0,0,376
2024-10-02,17éûîº,362,54,308,185,0,123,54,0,0,0,123,240,54,308,185,0,123,54,0,0,0,123,240
2024-10-02,18éû,437,54,383,185,0,123,54,33,41,0,123,315,54,383,185,0,123,54,33,41,0,123,315
2024-10-02,18éûîº,309,89,220,185,0,0,89,35,0,0,0,310,89,220,185,0,0,89,35,0,0,0,310
2024-10-02,19éû,118,89,29,0,0,0,119,0,0,0,0,119,89,29,0,0,0,119,0,0,0,0,119
2024-10-02,19éûîº,139,139,0,0,0,50,89,0,0,0,50,89,139,0,0,0,50,89,0,0,0,50,89
2024-10-02,20éû,89,89,0,0,0,0,89,0,0,0,0,89,89,0,0,0,0,89,0,0,0,0,89
2024-10-02,20éûîº,37,0,37,0,0,0,0,0,37,0,0,37,0,37,0,0,0,0,0,37,0,0,37
2024-10-02,21éû,176,139,37,139,0,0,0,0,37,0,0,176,139,37,139,0,0,0,0,37,0,0,176
2024-10-02,21éûîº,75,38,37,0,38,0,0,0,37,0,0,76,38,37,0,38,0,0,0,37,0,0,76
2024-10-02,22éû,75,38,37,0,38,0,0,0,37,0,0,76,38,37,0,38,0,0,0,37,0,0,76
2024-10-02,22éûîº,62,0,62,0,0,0,24,0,37,0,0,62,0,62,0,0,0,24,0,37,0,0,62
2024-10-02,23éû,90,28,62,0,0,0,53,0,37,0,0,91,28,62,0,0,0,53,0,37,0,0,91
2024-10-02,23éûîº,62,0,62,0,0,0,24,0,37,0,0,62,0,62,0,0,0,24,0,37,0,0,62
2024-10-02,24éû,24,0,24,0,0,0,24,0,0,0,0,24,0,24,0,0,0,24,0,0,0,0,24
2024-10-02,24éûîº,54,30,24,0,0,0,55,0,0,0,0,55,30,24,0,0,0,55,0,0,0,0,55
2024-10-02,25éû,24,0,24,0,0,0,24,0,0,0,0,24,0,24,0,0,0,24,0,0,0,0,24
2024-10-02,25éûîº,24,0,24,0,0,0,24,0,0,0,0,24,0,24,0,0,0,24,0,0,0,0,24
2024-10-02,26éû,24,0,24,0,0,0,24,0,0,0,0,24,0,24,0,0,0,24,0,0,0,0,24
2024-10-02,26éûîº,24,0,24,0,0,0,24,0,0,0,0,24,0,24,0,0,0,24,0,0,0,0,24
2024-10-02,27éû,24,0,24,0,0,0,24,0,0,0,0,24,0,24,0,0,0,24,0,0,0,0,24
2024-10-02,27éûîº,24,0,24,0,0,0,24,0,0,0,0,24,0,24,0,0,0,24,0,0,0,0,24
2024-10-02,28éû,24,0,24,0,0,0,24,0,0,0,0,24,0,24,0,0,0,24,0,0,0,0,24
2024-10-02,28éûîº,24,0,24,0,0,0,24,0,0,0,0,24,0,24,0,0,0,24,0,0,0,0,24
2024-10-03,5éû,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-03,5éûîº,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-03,6éû,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-03,6éûîº,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-03,7éû,179,93,86,0,86,93,0,0,0,0,86,93,93,86,0,86,93,0,0,0,0,86,93
2024-10-03,7éûîº,143,143,0,0,0,143,0,0,0,0,49,93,143,0,0,0,143,0,0,0,0,49,93
2024-10-03,8éû,228,228,0,0,127,101,0,0,0,0,110,118,228,0,0,127,101,0,0,0,0,110,118
2024-10-03,8éûîº,214,214,0,0,66,113,34,0,0,0,0,214,214,0,0,66,113,34,0,0,0,0,214
2024-10-03,9éû,277,100,177,177,0,42,57,0,0,0,23,254,100,177,177,0,42,57,0,0,0,23,254
2024-10-03,9éûîº,85,85,0,0,40,0,23,21,0,0,23,62,85,0,0,40,0,23,21,0,0,23,62
2024-10-03,10éû,188,155,33,0,40,60,57,0,30,0,23,166,155,33,0,40,60,57,0,30,0,23,166
2024-10-03,10éûîº,64,64,0,0,40,0,23,0,0,0,23,40,64,0,0,40,0,23,0,0,0,23,40
2024-10-03,11éû,70,70,0,0,40,0,29,0,0,0,0,70,70,0,0,40,0,29,0,0,0,0,70
2024-10-03,11éûîº,225,186,39,0,40,60,29,0,95,0,0,226,186,39,0,40,60,29,0,95,0,0,226
2024-10-03,12éû,748,411,337,297,40,261,84,0,64,0,54,693,411,337,297,40,261,84,0,64,0,54,693
2024-10-03,12éûîº,643,346,297,297,40,254,27,0,24,0,0,644,346,297,297,40,254,27,0,24,0,0,644
2024-10-03,13éû,575,278,297,297,40,206,0,0,30,0,0,575,278,297,297,40,206,0,0,30,0,0,575
2024-10-03,13éûîº,769,196,573,509,114,125,20,0,0,0,232,537,196,573,509,114,125,20,0,0,0,232,537
2024-10-03,14éû,801,292,509,509,114,157,20,0,0,0,279,522,292,509,509,114,157,20,0,0,0,279,522
2024-10-03,14éûîº,496,284,212,334,114,46,0,0,0,0,258,237,284,212,334,114,46,0,0,0,0,258,237
2024-10-03,15éû,334,122,212,212,40,27,54,0,0,0,212,122,122,212,212,40,27,54,0,0,0,212,122
2024-10-03,15éûîº,280,40,240,212,40,0,0,28,0,0,212,69,40,240,212,40,0,0,28,0,0,212,69
2024-10-03,16éû,301,89,212,212,40,48,0,0,0,0,212,89,89,212,212,40,48,0,0,0,0,212,89
2024-10-03,16éûîº,89,89,0,0,40,48,0,0,0,0,0,89,89,0,0,40,48,0,0,0,0,0,89
2024-10-03,17éû,170,97,73,0,170,0,0,0,0,0,0,170,97,73,0,170,0,0,0,0,0,0,170
2024-10-03,17éûîº,277,204,73,0,238,40,0,0,0,0,0,278,204,73,0,238,40,0,0,0,0,0,278
2024-10-03,18éû,316,243,73,0,276,40,0,0,0,0,0,317,243,73,0,276,40,0,0,0,0,0,317
2024-10-03,18éûîº,208,135,73,0,168,40,0,0,0,0,0,208,135,73,0,168,40,0,0,0,0,0,208
2024-10-03,19éû,256,119,137,0,129,104,22,0,0,0,64,192,119,137,0,129,104,22,0,0,0,64,192
2024-10-03,19éûîº,136,63,73,0,73,40,22,0,0,0,0,136,63,73,0,73,40,22,0,0,0,0,136
2024-10-03,20éû,280,207,73,0,147,40,57,36,0,0,0,280,207,73,0,147,40,57,36,0,0,0,280
2024-10-03,20éûîº,146,73,73,0,147,0,0,0,0,0,0,147,73,73,0,147,0,0,0,0,0,0,147
2024-10-03,21éû,197,124,73,0,147,50,0,0,0,0,0,197,124,73,0,147,50,0,0,0,0,0,197
2024-10-03,21éûîº,197,124,73,0,147,50,0,0,0,0,0,197,124,73,0,147,50,0,0,0,0,0,197
2024-10-03,22éû,197,124,73,0,147,50,0,0,0,0,0,197,124,73,0,147,50,0,0,0,0,0,197
2024-10-03,22éûîº,146,73,73,0,147,0,0,0,0,0,0,147,73,73,0,147,0,0,0,0,0,0,147
2024-10-03,23éû,73,73,0,0,73,0,0,0,0,0,0,73,73,0,0,73,0,0,0,0,0,0,73
2024-10-03,23éûîº,129,129,0,0,129,0,0,0,0,0,0,129,129,0,0,129,0,0,0,0,0,0,129
2024-10-03,24éû,263,173,90,99,163,0,0,0,0,0,0,263,173,90,99,163,0,0,0,0,0,0,263
2024-10-03,24éûîº,263,173,90,99,163,0,0,0,0,0,0,263,173,90,99,163,0,0,0,0,0,0,263
2024-10-03,25éû,263,173,90,99,163,0,0,0,0,0,0,263,173,90,99,163,0,0,0,0,0,0,263
2024-10-03,25éûîº,263,173,90,99,163,0,0,0,0,0,0,263,173,90,99,163,0,0,0,0,0,0,263
2024-10-03,26éû,263,173,90,99,163,0,0,0,0,0,0,263,173,90,99,163,0,0,0,0,0,0,263
2024-10-03,26éûîº,263,173,90,99,163,0,0,0,0,0,0,263,173,90,99,163,0,0,0,0,0,0,263
2024-10-03,27éû,263,173,90,99,163,0,0,0,0,0,0,263,173,90,99,163,0,0,0,0,0,0,263
2024-10-03,27éûîº,263,173,90,99,163,0,0,0,0,0,0,263,173,90,99,163,0,0,0,0,0,0,263
2024-10-03,28éû,263,173,90,99,163,0,0,0,0,0,0,263,173,90,99,163,0,0,0,0,0,0,263
2024-10-03,28éûîº,163,73,90,0,163,0,0,0,0,0,0,163,73,90,0,163,0,0,0,0,0,0,163
2024-10-04,5éû,283,111,172,0,146,54,24,57,0,0,0,284,111,172,0,146,54,24,57,0,0,0,284
2024-10-04,5éûîº,283,111,172,0,146,54,24,57,0,0,0,284,111,172,0,146,54,24,57,0,0,0,284
2024-10-04,6éû,136,54,82,0,0,54,24,57,0,0,0,137,54,82,0,0,54,24,57,0,0,0,137
2024-10-04,6éûîº,136,54,82,0,0,54,24,57,0,0,0,137,54,82,0,0,54,24,57,0,0,0,137
2024-10-04,7éû,136,54,82,0,0,54,24,57,0,0,0,137,54,82,0,0,54,24,57,0,0,0,137
2024-10-04,7éûîº,192,54,138,0,0,54,24,57,55,0,55,137,54,138,0,0,54,24,57,55,0,55,137
2024-10-04,8éû,406,324,82,0,184,54,110,57,0,0,64,343,324,82,0,184,54,110,57,0,0,64,343
2024-10-04,8éûîº,211,129,82,0,47,0,106,57,0,0,29,182,129,82,0,47,0,106,57,0,0,29,182
2024-10-04,9éû,224,142,82,0,111,0,55,57,0,0,0,225,142,82,0,111,0,55,57,0,0,0,225
2024-10-04,9éûîº,161,104,57,0,63,40,0,57,0,0,0,161,104,57,0,63,40,0,57,0,0,0,161
2024-10-04,10éû,120,63,57,0,63,0,0,57,0,0,0,121,63,57,0,63,0,0,57,0,0,0,121
2024-10-04,10éûîº,147,0,147,0,90,0,0,57,0,0,0,147,0,147,0,90,0,0,57,0,0,0,147
2024-10-04,11éû,28,0,28,0,0,0,0,28,0,0,0,28,0,28,0,0,0,0,28,0,0,0,28
2024-10-04,11éûîº,77,77,0,0,47,0,0,29,0,0,0,77,77,0,0,47,0,0,29,0,0,0,77
2024-10-04,12éû,431,109,322,224,47,64,66,29,0,0,0,432,109,322,224,47,64,66,29,0,0,0,432
2024-10-04,12éûîº,194,130,64,0,0,64,63,24,41,0,0,195,130,64,0,0,64,63,24,41,0,0,195
2024-10-04,13éû,73,41,32,0,0,32,0,0,41,0,0,74,41,32,0,0,32,0,0,41,0,0,74
2024-10-04,13éûîº,73,41,32,0,0,32,0,0,41,0,0,74,41,32,0,0,32,0,0,41,0,0,74
2024-10-04,14éû,114,41,73,0,73,0,0,0,41,0,0,115,41,73,0,73,0,0,0,41,0,0,115
2024-10-04,14éûîº,114,41,73,0,73,0,0,0,41,0,0,115,41,73,0,73,0,0,0,41,0,0,115
2024-10-04,15éû,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-04,15éûîº,53,53,0,0,0,53,0,0,0,0,0,53,53,0,0,0,53,0,0,0,0,0,53
2024-10-04,16éû,112,112,0,0,0,53,58,0,0,0,0,112,112,0,0,0,53,58,0,0,0,0,112
2024-10-04,16éûîº,111,111,0,0,0,53,57,0,0,0,0,111,111,0,0,0,53,57,0,0,0,0,111
2024-10-04,17éû,86,53,33,0,0,53,33,0,0,0,0,87,53,33,0,0,53,33,0,0,0,0,87
2024-10-04,17éûîº,96,0,96,0,0,0,33,62,0,0,0,96,0,96,0,0,0,33,62,0,0,0,96
2024-10-04,18éû,124,58,66,0,0,58,33,32,0,0,0,124,58,66,0,0,58,33,32,0,0,0,124
2024-10-04,18éûîº,509,39,470,403,0,0,33,72,0,0,39,470,39,470,403,0,0,33,72,0,0,39,470
2024-10-04,19éû,134,102,32,0,57,45,0,32,0,0,45,89,102,32,0,57,45,0,32,0,0,45,89
2024-10-04,19éûîº,134,102,32,0,57,45,0,32,0,0,45,89,102,32,0,57,45,0,32,0,0,45,89
2024-10-04,20éû,45,45,0,0,0,45,0,0,0,0,45,0,45,0,0,0,45,0,0,0,0,45,0
2024-10-04,20éûîº,45,45,0,0,0,45,0,0,0,0,45,0,45,0,0,0,45,0,0,0,0,45,0
2024-10-04,21éû,45,45,0,0,0,45,0,0,0,0,45,0,45,0,0,0,45,0,0,0,0,45,0
2024-10-04,21éûîº,105,105,0,0,0,105,0,0,0,60,45,0,105,0,0,0,105,0,0,0,60,45,0
2024-10-04,22éû,133,105,28,0,0,105,0,28,0,60,45,28,105,28,0,0,105,0,28,0,60,45,28
2024-10-04,22éûîº,102,45,57,0,0,45,0,57,0,0,45,57,45,57,0,0,45,0,57,0,0,45,57
2024-10-04,23éû,102,45,57,0,0,45,0,57,0,0,45,57,45,57,0,0,45,0,57,0,0,45,57
2024-10-04,23éûîº,29,0,29,0,0,0,0,29,0,0,0,29,0,29,0,0,0,0,29,0,0,0,29
2024-10-04,24éû,29,0,29,0,0,0,0,29,0,0,0,29,0,29,0,0,0,0,29,0,0,0,29
2024-10-04,24éûîº,57,0,57,0,0,0,0,57,0,0,0,57,0,57,0,0,0,0,57,0,0,0,57
2024-10-04,25éû,111,54,57,0,0,54,0,57,0,0,0,112,54,57,0,0,54,0,57,0,0,0,112
2024-10-04,25éûîº,111,54,57,0,0,54,0,57,0,0,0,112,54,57,0,0,54,0,57,0,0,0,112
2024-10-04,26éû,111,54,57,0,0,54,0,57,0,0,0,112,54,57,0,0,54,0,57,0,0,0,112
2024-10-04,26éûîº,111,54,57,0,0,54,0,57,0,0,0,112,54,57,0,0,54,0,57,0,0,0,112
2024-10-04,27éû,111,54,57,0,0,54,0,57,0,0,0,112,54,57,0,0,54,0,57,0,0,0,112
2024-10-04,27éûîº,111,54,57,0,0,54,0,57,0,0,0,112,54,57,0,0,54,0,57,0,0,0,112
2024-10-04,28éû,111,54,57,0,0,54,0,57,0,0,0,112,54,57,0,0,54,0,57,0,0,0,112
2024-10-04,28éûîº,111,54,57,0,0,54,0,57,0,0,0,112,54,57,0,0,54,0,57,0,0,0,112
2024-10-05,5éû,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-05,5éûîº,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-05,6éû,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-05,6éûîº,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-05,7éû,31,31,0,0,0,0,31,0,0,0,0,31,31,0,0,0,0,31,0,0,0,0,31
2024-10-05,7éûîº,63,0,63,0,0,63,0,0,0,0,0,63,0,63,0,0,63,0,0,0,0,0,63
2024-10-05,8éû,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-05,8éûîº,38,0,38,0,0,0,0,0,38,0,0,38,0,38,0,0,0,0,0,38,0,0,38
2024-10-05,9éû,27,27,0,0,0,0,0,27,0,0,0,27,27,0,0,0,0,0,27,0,0,0,27
2024-10-05,9éûîº,27,27,0,0,0,0,0,27,0,0,0,27,27,0,0,0,0,0,27,0,0,0,27
2024-10-05,10éû,307,51,256,256,0,51,0,0,0,0,0,307,51,256,256,0,51,0,0,0,0,0,307
2024-10-05,10éûîº,212,0,212,212,0,0,0,0,0,0,212,0,0,212,212,0,0,0,0,0,0,212,0
2024-10-05,11éû,239,0,239,212,0,0,27,0,0,0,212,27,0,239,212,0,0,27,0,0,0,212,27
2024-10-05,11éûîº,239,0,239,212,0,0,27,0,0,0,212,27,0,239,212,0,0,27,0,0,0,212,27
2024-10-05,12éû,239,0,239,212,0,0,27,0,0,0,212,27,0,239,212,0,0,27,0,0,0,212,27
2024-10-05,12éûîº,315,103,212,212,0,103,0,0,0,0,212,103,103,212,212,0,103,0,0,0,0,212,103
2024-10-05,13éû,315,103,212,212,0,103,0,0,0,0,212,103,103,212,212,0,103,0,0,0,0,212,103
2024-10-05,13éûîº,315,103,212,212,0,103,0,0,0,0,212,103,103,212,212,0,103,0,0,0,0,212,103
2024-10-05,14éû,212,0,212,212,0,0,0,0,0,0,212,0,0,212,212,0,0,0,0,0,0,212,0
2024-10-05,14éûîº,312,0,312,212,68,0,31,0,0,0,212,100,0,312,212,68,0,31,0,0,0,212,100
2024-10-05,15éû,279,67,212,212,67,0,0,0,0,0,212,67,67,212,212,67,0,0,0,0,0,212,67
2024-10-05,15éûîº,315,67,248,212,67,0,36,0,0,0,212,104,67,248,212,67,0,36,0,0,0,212,104
2024-10-05,16éû,103,67,36,0,67,0,36,0,0,0,0,104,67,36,0,67,0,36,0,0,0,0,104
2024-10-05,16éûîº,37,37,0,0,0,0,37,0,0,0,0,37,37,0,0,0,0,37,0,0,0,0,37
2024-10-05,17éû,37,37,0,0,0,0,37,0,0,0,0,37,37,0,0,0,0,37,0,0,0,0,37
2024-10-05,17éûîº,43,43,0,0,0,43,0,0,0,0,0,43,43,0,0,0,43,0,0,0,0,0,43
2024-10-05,18éû,74,74,0,0,50,0,23,0,0,0,0,74,74,0,0,50,0,23,0,0,0,0,74
2024-10-05,18éûîº,74,74,0,0,50,0,23,0,0,0,0,74,74,0,0,50,0,23,0,0,0,0,74
2024-10-05,19éû,115,74,41,0,50,0,65,0,0,0,0,116,74,41,0,50,0,65,0,0,0,0,116
2024-10-05,19éûîº,221,116,105,0,116,63,41,0,0,0,0,222,116,105,0,116,63,41,0,0,0,0,222
2024-10-05,20éû,281,116,165,0,116,123,41,0,0,0,0,282,116,165,0,116,123,41,0,0,0,0,282
2024-10-05,20éûîº,175,116,59,0,116,59,0,0,0,0,0,176,116,59,0,116,59,0,0,0,0,0,176
2024-10-05,21éû,280,178,102,61,116,59,0,42,0,0,0,280,178,102,61,116,59,0,42,0,0,0,280
2024-10-05,21éûîº,220,178,42,0,116,61,0,42,0,0,0,221,178,42,0,116,61,0,42,0,0,0,221
2024-10-05,22éû,356,314,42,135,116,61,0,42,0,0,0,357,314,42,135,116,61,0,42,0,0,0,357
2024-10-05,22éûîº,158,116,42,0,116,0,0,42,0,0,0,159,116,42,0,116,0,0,42,0,0,0,159
2024-10-05,23éû,158,116,42,0,116,0,0,42,0,0,0,159,116,42,0,116,0,0,42,0,0,0,159
2024-10-05,23éûîº,201,116,85,0,116,43,0,42,0,0,0,202,116,85,0,116,43,0,42,0,0,0,202
2024-10-05,24éû,163,78,85,0,50,43,27,42,0,0,0,163,78,85,0,50,43,27,42,0,0,0,163
2024-10-05,24éûîº,163,78,85,0,50,43,27,42,0,0,0,163,78,85,0,50,43,27,42,0,0,0,163
2024-10-05,25éû,202,117,85,66,50,43,0,42,0,0,0,203,117,85,66,50,43,0,42,0,0,0,203
